id,channel_id,episode_id,starting_time,end_time
966,10,269,2023-05-04 08:30:00,2023-05-04 10:30:00
967,10,3132,2023-05-04 10:30:00,2023-05-04 11:00:00
968,10,1840,2023-05-04 11:00:00,2023-05-04 13:00:00
969,10,2371,2023-05-04 13:00:00,2023-05-04 13:30:00
970,10,3279,2023-05-04 13:30:00,2023-05-04 15:30:00
971,10,1477,2023-05-04 15:30:00,2023-05-04 17:30:00
972,10,1192,2023-05-04 17:30:00,2023-05-04 18:00:00
973,10,567,2023-05-04 18:00:00,2023-05-04 19:00:00
974,10,4049,2023-05-04 19:00:00,2023-05-04 20:00:00
975,10,4206,2023-05-04 20:00:00,2023-05-04 20:30:00
976,10,820,2023-05-04 20:30:00,2023-05-04 21:30:00
977,10,2601,2023-05-04 21:30:00,2023-05-04 22:00:00
978,10,3032,2023-05-04 22:00:00,2023-05-04 23:00:00
979,10,1894,2023-05-04 23:00:00,2023-05-04 23:30:00
980,11,3483,2023-05-04 00:00:00,2023-05-04 00:30:00
981,11,906,2023-05-04 00:30:00,2023-05-04 01:00:00
982,11,4155,2023-05-04 01:00:00,2023-05-04 03:00:00
983,11,3112,2023-05-04 03:00:00,2023-05-04 04:00:00
984,11,897,2023-05-04 04:00:00,2023-05-04 05:00:00
985,11,462,2023-05-04 05:00:00,2023-05-04 07:00:00
986,11,700,2023-05-04 07:00:00,2023-05-04 07:30:00
987,11,2100,2023-05-04 07:30:00,2023-05-04 08:00:00
988,11,1896,2023-05-04 08:00:00,2023-05-04 10:00:00
989,11,1555,2023-05-04 10:00:00,2023-05-04 10:30:00
990,11,2207,2023-05-04 10:30:00,2023-05-04 11:00:00
991,11,1387,2023-05-04 11:00:00,2023-05-04 13:00:00
992,11,830,2023-05-04 13:00:00,2023-05-04 13:30:00
993,11,737,2023-05-04 13:30:00,2023-05-04 14:00:00
994,11,4260,2023-05-04 14:00:00,2023-05-04 14:30:00
995,11,2879,2023-05-04 14:30:00,2023-05-04 15:30:00
996,11,4048,2023-05-04 15:30:00,2023-05-04 16:30:00
997,11,3143,2023-05-04 16:30:00,2023-05-04 17:00:00
998,11,2123,2023-05-04 17:00:00,2023-05-04 18:00:00
999,11,1335,2023-05-04 18:00:00,2023-05-04 20:00:00
1000,11,3489,2023-05-04 20:00:00,2023-05-04 22:00:00
1001,12,4139,2023-05-04 00:00:00,2023-05-04 02:00:00
1002,12,1029,2023-05-04 02:00:00,2023-05-04 04:00:00
1003,12,1629,2023-05-04 04:00:00,2023-05-04 05:00:00
1004,12,1920,2023-05-04 05:00:00,2023-05-04 06:00:00
1005,12,3995,2023-05-04 06:00:00,2023-05-04 08:00:00
1006,12,3724,2023-05-04 08:00:00,2023-05-04 09:00:00
1007,12,1036,2023-05-04 09:00:00,2023-05-04 11:00:00
1008,12,657,2023-05-04 11:00:00,2023-05-04 13:00:00
1009,12,1595,2023-05-04 13:00:00,2023-05-04 15:00:00
1010,12,2459,2023-05-04 15:00:00,2023-05-04 15:30:00
1011,12,3784,2023-05-04 15:30:00,2023-05-04 16:00:00
1012,12,2957,2023-05-04 16:00:00,2023-05-04 16:30:00
1013,12,1801,2023-05-04 16:30:00,2023-05-04 17:00:00
1014,12,1421,2023-05-04 17:00:00,2023-05-04 18:00:00
1015,12,509,2023-05-04 18:00:00,2023-05-04 20:00:00
1016,12,601,2023-05-04 20:00:00,2023-05-04 22:00:00
1017,1,4000,2023-05-05 00:00:00,2023-05-05 02:00:00
1018,1,649,2023-05-05 02:00:00,2023-05-05 04:00:00
1019,1,1355,2023-05-05 04:00:00,2023-05-05 05:00:00
1020,1,2644,2023-05-05 05:00:00,2023-05-05 07:00:00
1021,1,273,2023-05-05 07:00:00,2023-05-05 09:00:00
1022,1,496,2023-05-05 09:00:00,2023-05-05 09:30:00
1023,1,703,2023-05-05 09:30:00,2023-05-05 10:00:00
1024,1,1209,2023-05-05 10:00:00,2023-05-05 12:00:00
1025,1,2589,2023-05-05 12:00:00,2023-05-05 12:30:00
1026,1,2700,2023-05-05 12:30:00,2023-05-05 13:00:00
1027,1,2994,2023-05-05 13:00:00,2023-05-05 15:00:00
1028,1,278,2023-05-05 15:00:00,2023-05-05 17:00:00
1029,1,2453,2023-05-05 17:00:00,2023-05-05 18:00:00
1030,1,210,2023-05-05 18:00:00,2023-05-05 19:00:00
1031,1,3740,2023-05-05 19:00:00,2023-05-05 20:00:00
1032,1,61,2023-05-05 20:00:00,2023-05-05 20:30:00
1033,1,1816,2023-05-05 20:30:00,2023-05-05 21:00:00
1034,1,1091,2023-05-05 21:00:00,2023-05-05 21:30:00
1035,1,1545,2023-05-05 21:30:00,2023-05-05 22:00:00
1036,1,1755,2023-05-05 22:00:00,2023-05-05 23:00:00
1037,1,815,2023-05-05 23:00:00,2023-05-05 23:30:00
1038,2,3998,2023-05-05 00:00:00,2023-05-05 02:00:00
1039,2,2373,2023-05-05 02:00:00,2023-05-05 02:30:00
1040,2,2219,2023-05-05 02:30:00,2023-05-05 03:00:00
1041,2,466,2023-05-05 03:00:00,2023-05-05 04:00:00
1042,2,3104,2023-05-05 04:00:00,2023-05-05 05:00:00
1043,2,3717,2023-05-05 05:00:00,2023-05-05 05:30:00
1044,2,1431,2023-05-05 05:30:00,2023-05-05 06:30:00
1045,2,1574,2023-05-05 06:30:00,2023-05-05 07:00:00
1046,2,701,2023-05-05 07:00:00,2023-05-05 07:30:00
1047,2,1312,2023-05-05 07:30:00,2023-05-05 08:30:00
1048,2,1067,2023-05-05 08:30:00,2023-05-05 09:00:00
1049,2,1746,2023-05-05 09:00:00,2023-05-05 09:30:00
1050,2,2605,2023-05-05 09:30:00,2023-05-05 10:00:00
1051,2,2308,2023-05-05 10:00:00,2023-05-05 11:00:00
1052,2,3004,2023-05-05 11:00:00,2023-05-05 13:00:00
1053,2,2140,2023-05-05 13:00:00,2023-05-05 13:30:00
1054,2,1917,2023-05-05 13:30:00,2023-05-05 14:30:00
1055,2,1321,2023-05-05 14:30:00,2023-05-05 15:30:00
1056,2,2903,2023-05-05 15:30:00,2023-05-05 16:00:00
1057,2,2341,2023-05-05 16:00:00,2023-05-05 18:00:00
1058,2,3573,2023-05-05 18:00:00,2023-05-05 19:00:00
1059,2,1957,2023-05-05 19:00:00,2023-05-05 20:00:00
1060,2,1625,2023-05-05 20:00:00,2023-05-05 21:00:00
1061,2,173,2023-05-05 21:00:00,2023-05-05 21:30:00
1062,2,1800,2023-05-05 21:30:00,2023-05-05 22:00:00
1063,2,2363,2023-05-05 22:00:00,2023-05-05 22:30:00
1064,2,2193,2023-05-05 22:30:00,2023-05-05 23:30:00
1065,3,2126,2023-05-05 00:00:00,2023-05-05 00:30:00
1066,3,3336,2023-05-05 00:30:00,2023-05-05 01:00:00
1067,3,3452,2023-05-05 01:00:00,2023-05-05 03:00:00
1068,3,1672,2023-05-05 03:00:00,2023-05-05 05:00:00
1069,3,1878,2023-05-05 05:00:00,2023-05-05 07:00:00
1070,3,2044,2023-05-05 07:00:00,2023-05-05 07:30:00
1071,3,2974,2023-05-05 07:30:00,2023-05-05 08:30:00
1072,3,36,2023-05-05 08:30:00,2023-05-05 10:30:00
1073,3,1966,2023-05-05 10:30:00,2023-05-05 11:30:00
1074,3,3151,2023-05-05 11:30:00,2023-05-05 12:00:00
1075,3,3591,2023-05-05 12:00:00,2023-05-05 14:00:00
1076,3,425,2023-05-05 14:00:00,2023-05-05 16:00:00
1077,3,249,2023-05-05 16:00:00,2023-05-05 16:30:00
1078,3,512,2023-05-05 16:30:00,2023-05-05 17:30:00
1079,3,1366,2023-05-05 17:30:00,2023-05-05 18:30:00
1080,3,1115,2023-05-05 18:30:00,2023-05-05 19:00:00
1081,3,2355,2023-05-05 19:00:00,2023-05-05 21:00:00
1082,3,874,2023-05-05 21:00:00,2023-05-05 21:30:00
1083,3,4189,2023-05-05 21:30:00,2023-05-05 23:30:00
1084,4,3730,2023-05-05 00:00:00,2023-05-05 01:00:00
1085,4,4246,2023-05-05 01:00:00,2023-05-05 01:30:00
1086,4,814,2023-05-05 01:30:00,2023-05-05 02:00:00
1087,4,716,2023-05-05 02:00:00,2023-05-05 02:30:00
1088,4,1197,2023-05-05 02:30:00,2023-05-05 03:00:00
1089,4,3435,2023-05-05 03:00:00,2023-05-05 05:00:00
1090,4,1662,2023-05-05 05:00:00,2023-05-05 07:00:00
1091,4,2809,2023-05-05 07:00:00,2023-05-05 07:30:00
1092,4,231,2023-05-05 07:30:00,2023-05-05 09:30:00
1093,4,3139,2023-05-05 09:30:00,2023-05-05 10:00:00
1094,4,25,2023-05-05 10:00:00,2023-05-05 12:00:00
1095,4,1896,2023-05-05 12:00:00,2023-05-05 14:00:00
1096,4,2663,2023-05-05 14:00:00,2023-05-05 16:00:00
1097,4,1274,2023-05-05 16:00:00,2023-05-05 17:00:00
1098,4,2332,2023-05-05 17:00:00,2023-05-05 17:30:00
1099,4,3186,2023-05-05 17:30:00,2023-05-05 19:30:00
1100,4,1987,2023-05-05 19:30:00,2023-05-05 20:30:00
1101,4,3936,2023-05-05 20:30:00,2023-05-05 22:30:00
1102,4,739,2023-05-05 22:30:00,2023-05-05 23:00:00
1103,5,3326,2023-05-05 00:00:00,2023-05-05 02:00:00
1104,5,2992,2023-05-05 02:00:00,2023-05-05 04:00:00
1105,5,3119,2023-05-05 04:00:00,2023-05-05 05:00:00
1106,5,908,2023-05-05 05:00:00,2023-05-05 05:30:00
1107,5,3843,2023-05-05 05:30:00,2023-05-05 06:30:00
1108,5,1303,2023-05-05 06:30:00,2023-05-05 07:30:00
1109,5,3958,2023-05-05 07:30:00,2023-05-05 09:30:00
1110,5,606,2023-05-05 09:30:00,2023-05-05 10:30:00
1111,5,2894,2023-05-05 10:30:00,2023-05-05 12:30:00
1112,5,1243,2023-05-05 12:30:00,2023-05-05 13:30:00
1113,5,3349,2023-05-05 13:30:00,2023-05-05 15:30:00
1114,5,1655,2023-05-05 15:30:00,2023-05-05 16:30:00
1115,5,2458,2023-05-05 16:30:00,2023-05-05 17:00:00
1116,5,1564,2023-05-05 17:00:00,2023-05-05 17:30:00
1117,5,3019,2023-05-05 17:30:00,2023-05-05 19:30:00
1118,5,3014,2023-05-05 19:30:00,2023-05-05 21:30:00
1119,5,1836,2023-05-05 21:30:00,2023-05-05 22:00:00
1120,5,1250,2023-05-05 22:00:00,2023-05-05 23:00:00
1121,6,1221,2023-05-05 00:00:00,2023-05-05 00:30:00
1122,6,2551,2023-05-05 00:30:00,2023-05-05 01:30:00
1123,6,237,2023-05-05 01:30:00,2023-05-05 02:00:00
1124,6,3958,2023-05-05 02:00:00,2023-05-05 04:00:00
1125,6,510,2023-05-05 04:00:00,2023-05-05 06:00:00
1126,6,195,2023-05-05 06:00:00,2023-05-05 06:30:00
1127,6,3104,2023-05-05 06:30:00,2023-05-05 07:30:00
1128,6,1972,2023-05-05 07:30:00,2023-05-05 08:30:00
1129,6,3748,2023-05-05 08:30:00,2023-05-05 09:30:00
1130,6,1814,2023-05-05 09:30:00,2023-05-05 10:00:00
1131,6,4126,2023-05-05 10:00:00,2023-05-05 10:30:00
1132,6,1321,2023-05-05 10:30:00,2023-05-05 11:30:00
1133,6,3823,2023-05-05 11:30:00,2023-05-05 12:00:00
1134,6,3001,2023-05-05 12:00:00,2023-05-05 12:30:00
1135,6,2240,2023-05-05 12:30:00,2023-05-05 13:30:00
1136,6,225,2023-05-05 13:30:00,2023-05-05 15:30:00
1137,6,4227,2023-05-05 15:30:00,2023-05-05 16:30:00
1138,6,1841,2023-05-05 16:30:00,2023-05-05 18:30:00
1139,6,2894,2023-05-05 18:30:00,2023-05-05 20:30:00
1140,6,1328,2023-05-05 20:30:00,2023-05-05 21:30:00
1141,6,3486,2023-05-05 21:30:00,2023-05-05 22:00:00
1142,6,1199,2023-05-05 22:00:00,2023-05-05 22:30:00
1143,7,2763,2023-05-05 00:00:00,2023-05-05 00:30:00
1144,7,2087,2023-05-05 00:30:00,2023-05-05 01:00:00
1145,7,3457,2023-05-05 01:00:00,2023-05-05 01:30:00
1146,7,1659,2023-05-05 01:30:00,2023-05-05 02:30:00
1147,7,3894,2023-05-05 02:30:00,2023-05-05 03:00:00
1148,7,775,2023-05-05 03:00:00,2023-05-05 04:00:00
1149,7,3528,2023-05-05 04:00:00,2023-05-05 05:00:00
1150,7,1358,2023-05-05 05:00:00,2023-05-05 06:00:00
1151,7,4156,2023-05-05 06:00:00,2023-05-05 08:00:00
1152,7,3310,2023-05-05 08:00:00,2023-05-05 10:00:00
1153,7,2523,2023-05-05 10:00:00,2023-05-05 11:00:00
1154,7,3941,2023-05-05 11:00:00,2023-05-05 13:00:00
1155,7,904,2023-05-05 13:00:00,2023-05-05 13:30:00
1156,7,1969,2023-05-05 13:30:00,2023-05-05 14:30:00
1157,7,811,2023-05-05 14:30:00,2023-05-05 15:00:00
1158,7,749,2023-05-05 15:00:00,2023-05-05 15:30:00
1159,7,1024,2023-05-05 15:30:00,2023-05-05 17:30:00
1160,7,825,2023-05-05 17:30:00,2023-05-05 18:30:00
1161,7,1618,2023-05-05 18:30:00,2023-05-05 19:30:00
1162,7,4156,2023-05-05 19:30:00,2023-05-05 21:30:00
1163,7,4126,2023-05-05 21:30:00,2023-05-05 22:00:00
1164,7,1955,2023-05-05 22:00:00,2023-05-05 23:00:00
1165,8,1276,2023-05-05 00:00:00,2023-05-05 01:00:00
1166,8,3612,2023-05-05 01:00:00,2023-05-05 01:30:00
1167,8,1986,2023-05-05 01:30:00,2023-05-05 02:30:00
1168,8,2266,2023-05-05 02:30:00,2023-05-05 04:30:00
1169,8,2043,2023-05-05 04:30:00,2023-05-05 05:00:00
1170,8,312,2023-05-05 05:00:00,2023-05-05 06:00:00
1171,8,4002,2023-05-05 06:00:00,2023-05-05 08:00:00
1172,8,301,2023-05-05 08:00:00,2023-05-05 09:00:00
1173,8,596,2023-05-05 09:00:00,2023-05-05 11:00:00
1174,8,1000,2023-05-05 11:00:00,2023-05-05 11:30:00
1175,8,2605,2023-05-05 11:30:00,2023-05-05 12:00:00
1176,8,1333,2023-05-05 12:00:00,2023-05-05 13:00:00
1177,8,3905,2023-05-05 13:00:00,2023-05-05 13:30:00
1178,8,4177,2023-05-05 13:30:00,2023-05-05 14:00:00
1179,8,2240,2023-05-05 14:00:00,2023-05-05 15:00:00
1180,8,4238,2023-05-05 15:00:00,2023-05-05 17:00:00
1181,8,1006,2023-05-05 17:00:00,2023-05-05 17:30:00
1182,8,2016,2023-05-05 17:30:00,2023-05-05 18:30:00
1183,8,3059,2023-05-05 18:30:00,2023-05-05 19:30:00
1184,8,4150,2023-05-05 19:30:00,2023-05-05 21:30:00
1185,8,3484,2023-05-05 21:30:00,2023-05-05 22:00:00
1186,8,201,2023-05-05 22:00:00,2023-05-05 22:30:00
1187,9,2054,2023-05-05 00:00:00,2023-05-05 02:00:00
1188,9,3729,2023-05-05 02:00:00,2023-05-05 03:00:00
1189,9,1346,2023-05-05 03:00:00,2023-05-05 05:00:00
1190,9,3209,2023-05-05 05:00:00,2023-05-05 06:00:00
1191,9,1110,2023-05-05 06:00:00,2023-05-05 06:30:00
1192,9,3646,2023-05-05 06:30:00,2023-05-05 07:30:00
1193,9,540,2023-05-05 07:30:00,2023-05-05 08:30:00
1194,9,259,2023-05-05 08:30:00,2023-05-05 10:30:00
1195,9,2610,2023-05-05 10:30:00,2023-05-05 11:00:00
1196,9,1480,2023-05-05 11:00:00,2023-05-05 12:00:00
1197,9,1467,2023-05-05 12:00:00,2023-05-05 14:00:00
1198,9,810,2023-05-05 14:00:00,2023-05-05 14:30:00
1199,9,652,2023-05-05 14:30:00,2023-05-05 16:30:00
1200,9,1597,2023-05-05 16:30:00,2023-05-05 18:30:00
1201,9,944,2023-05-05 18:30:00,2023-05-05 19:00:00
1202,9,2040,2023-05-05 19:00:00,2023-05-05 19:30:00
1203,9,924,2023-05-05 19:30:00,2023-05-05 20:30:00
1204,9,2770,2023-05-05 20:30:00,2023-05-05 21:00:00
1205,9,1009,2023-05-05 21:00:00,2023-05-05 21:30:00
1206,9,504,2023-05-05 21:30:00,2023-05-05 23:30:00
1207,10,3230,2023-05-05 00:00:00,2023-05-05 02:00:00
1208,10,2158,2023-05-05 02:00:00,2023-05-05 03:00:00
1209,10,2679,2023-05-05 03:00:00,2023-05-05 05:00:00
1210,10,3178,2023-05-05 05:00:00,2023-05-05 07:00:00
1211,10,3453,2023-05-05 07:00:00,2023-05-05 09:00:00
1212,10,1539,2023-05-05 09:00:00,2023-05-05 09:30:00
1213,10,2249,2023-05-05 09:30:00,2023-05-05 10:30:00
1214,10,1246,2023-05-05 10:30:00,2023-05-05 11:30:00
1215,10,1621,2023-05-05 11:30:00,2023-05-05 12:30:00
1216,10,1702,2023-05-05 12:30:00,2023-05-05 13:00:00
1217,10,125,2023-05-05 13:00:00,2023-05-05 13:30:00
1218,10,3650,2023-05-05 13:30:00,2023-05-05 14:30:00
1219,10,3366,2023-05-05 14:30:00,2023-05-05 15:00:00
1220,10,3133,2023-05-05 15:00:00,2023-05-05 15:30:00
1221,10,803,2023-05-05 15:30:00,2023-05-05 16:30:00
1222,10,2395,2023-05-05 16:30:00,2023-05-05 18:30:00
1223,10,3418,2023-05-05 18:30:00,2023-05-05 20:30:00
1224,10,4085,2023-05-05 20:30:00,2023-05-05 21:00:00
1225,10,1489,2023-05-05 21:00:00,2023-05-05 22:00:00
1226,10,1115,2023-05-05 22:00:00,2023-05-05 22:30:00
1227,10,2526,2023-05-05 22:30:00,2023-05-05 23:30:00
1228,11,280,2023-05-05 00:00:00,2023-05-05 02:00:00
1229,11,742,2023-05-05 02:00:00,2023-05-05 02:30:00
1230,11,1868,2023-05-05 02:30:00,2023-05-05 03:30:00
1231,11,755,2023-05-05 03:30:00,2023-05-05 04:00:00
1232,11,2173,2023-05-05 04:00:00,2023-05-05 06:00:00
1233,11,3471,2023-05-05 06:00:00,2023-05-05 06:30:00
1234,11,2932,2023-05-05 06:30:00,2023-05-05 07:00:00
1235,11,524,2023-05-05 07:00:00,2023-05-05 07:30:00
1236,11,4001,2023-05-05 07:30:00,2023-05-05 09:30:00
1237,11,1290,2023-05-05 09:30:00,2023-05-05 10:30:00
1238,11,890,2023-05-05 10:30:00,2023-05-05 11:30:00
1239,11,3621,2023-05-05 11:30:00,2023-05-05 12:00:00
1240,11,1741,2023-05-05 12:00:00,2023-05-05 12:30:00
1241,11,2786,2023-05-05 12:30:00,2023-05-05 14:30:00
1242,11,501,2023-05-05 14:30:00,2023-05-05 16:30:00
1243,11,517,2023-05-05 16:30:00,2023-05-05 17:00:00
1244,11,3768,2023-05-05 17:00:00,2023-05-05 18:00:00
1245,11,4146,2023-05-05 18:00:00,2023-05-05 20:00:00
1246,11,1735,2023-05-05 20:00:00,2023-05-05 20:30:00
1247,11,4284,2023-05-05 20:30:00,2023-05-05 22:30:00
1248,11,757,2023-05-05 22:30:00,2023-05-05 23:00:00
1249,12,3304,2023-05-05 00:00:00,2023-05-05 02:00:00
1250,12,1689,2023-05-05 02:00:00,2023-05-05 04:00:00
1251,12,851,2023-05-05 04:00:00,2023-05-05 04:30:00
1252,12,830,2023-05-05 04:30:00,2023-05-05 05:00:00
1253,12,3045,2023-05-05 05:00:00,2023-05-05 06:00:00
1254,12,304,2023-05-05 06:00:00,2023-05-05 07:00:00
1255,12,896,2023-05-05 07:00:00,2023-05-05 08:00:00
1256,12,3825,2023-05-05 08:00:00,2023-05-05 08:30:00
1257,12,3084,2023-05-05 08:30:00,2023-05-05 09:00:00
1258,12,656,2023-05-05 09:00:00,2023-05-05 11:00:00
1259,12,3613,2023-05-05 11:00:00,2023-05-05 11:30:00
1260,12,2379,2023-05-05 11:30:00,2023-05-05 12:00:00
1261,12,3111,2023-05-05 12:00:00,2023-05-05 13:00:00
1262,12,3222,2023-05-05 13:00:00,2023-05-05 15:00:00
1263,12,896,2023-05-05 15:00:00,2023-05-05 16:00:00
1264,12,11,2023-05-05 16:00:00,2023-05-05 16:30:00
1265,12,1566,2023-05-05 16:30:00,2023-05-05 17:00:00
1266,12,3939,2023-05-05 17:00:00,2023-05-05 19:00:00
1267,12,820,2023-05-05 19:00:00,2023-05-05 20:00:00
1268,12,3618,2023-05-05 20:00:00,2023-05-05 20:30:00
1269,12,3504,2023-05-05 20:30:00,2023-05-05 21:30:00
1270,12,3829,2023-05-05 21:30:00,2023-05-05 22:00:00
1271,12,2462,2023-05-05 22:00:00,2023-05-05 22:30:00
1272,1,2983,2023-05-06 00:00:00,2023-05-06 02:00:00
1273,1,329,2023-05-06 02:00:00,2023-05-06 02:30:00
1274,1,582,2023-05-06 02:30:00,2023-05-06 04:30:00
1275,1,95,2023-05-06 04:30:00,2023-05-06 05:30:00
1276,1,3696,2023-05-06 05:30:00,2023-05-06 06:30:00
1277,1,2421,2023-05-06 06:30:00,2023-05-06 07:00:00
1278,1,3098,2023-05-06 07:00:00,2023-05-06 09:00:00
1279,1,54,2023-05-06 09:00:00,2023-05-06 09:30:00
1280,1,4126,2023-05-06 09:30:00,2023-05-06 10:00:00
1281,1,3929,2023-05-06 10:00:00,2023-05-06 12:00:00
1282,1,1582,2023-05-06 12:00:00,2023-05-06 13:00:00
1283,1,4181,2023-05-06 13:00:00,2023-05-06 13:30:00
1284,1,620,2023-05-06 13:30:00,2023-05-06 14:30:00
1285,1,4155,2023-05-06 14:30:00,2023-05-06 16:30:00
1286,1,3687,2023-05-06 16:30:00,2023-05-06 18:30:00
1287,1,10,2023-05-06 18:30:00,2023-05-06 19:00:00
1288,1,1159,2023-05-06 19:00:00,2023-05-06 19:30:00
1289,1,3489,2023-05-06 19:30:00,2023-05-06 21:30:00
1290,1,2636,2023-05-06 21:30:00,2023-05-06 23:30:00
1291,2,3699,2023-05-06 00:00:00,2023-05-06 01:00:00
1292,2,1407,2023-05-06 01:00:00,2023-05-06 01:30:00
1293,2,782,2023-05-06 01:30:00,2023-05-06 03:30:00
1294,2,982,2023-05-06 03:30:00,2023-05-06 04:30:00
1295,2,3369,2023-05-06 04:30:00,2023-05-06 05:00:00
1296,2,732,2023-05-06 05:00:00,2023-05-06 05:30:00
1297,2,2213,2023-05-06 05:30:00,2023-05-06 06:00:00
1298,2,1647,2023-05-06 06:00:00,2023-05-06 06:30:00
1299,2,3114,2023-05-06 06:30:00,2023-05-06 07:30:00
1300,2,1701,2023-05-06 07:30:00,2023-05-06 08:00:00
1301,2,231,2023-05-06 08:00:00,2023-05-06 10:00:00
1302,2,1624,2023-05-06 10:00:00,2023-05-06 11:00:00
1303,2,768,2023-05-06 11:00:00,2023-05-06 12:00:00
1304,2,2702,2023-05-06 12:00:00,2023-05-06 12:30:00
1305,2,2933,2023-05-06 12:30:00,2023-05-06 13:00:00
1306,2,2247,2023-05-06 13:00:00,2023-05-06 14:00:00
1307,2,133,2023-05-06 14:00:00,2023-05-06 16:00:00
1308,2,3566,2023-05-06 16:00:00,2023-05-06 17:00:00
1309,2,2060,2023-05-06 17:00:00,2023-05-06 19:00:00
1310,2,2796,2023-05-06 19:00:00,2023-05-06 21:00:00
1311,2,763,2023-05-06 21:00:00,2023-05-06 22:00:00
1312,3,203,2023-05-06 00:00:00,2023-05-06 00:30:00
1313,3,2147,2023-05-06 00:30:00,2023-05-06 01:30:00
1314,3,1104,2023-05-06 01:30:00,2023-05-06 02:00:00
1315,3,1350,2023-05-06 02:00:00,2023-05-06 04:00:00
1316,3,2750,2023-05-06 04:00:00,2023-05-06 06:00:00
1317,3,1134,2023-05-06 06:00:00,2023-05-06 07:00:00
1318,3,1709,2023-05-06 07:00:00,2023-05-06 09:00:00
1319,3,2854,2023-05-06 09:00:00,2023-05-06 09:30:00
1320,3,3180,2023-05-06 09:30:00,2023-05-06 11:30:00
1321,3,946,2023-05-06 11:30:00,2023-05-06 12:00:00
1322,3,3074,2023-05-06 12:00:00,2023-05-06 13:00:00
1323,3,2840,2023-05-06 13:00:00,2023-05-06 14:00:00
1324,3,551,2023-05-06 14:00:00,2023-05-06 14:30:00
1325,3,3760,2023-05-06 14:30:00,2023-05-06 15:30:00
1326,3,2279,2023-05-06 15:30:00,2023-05-06 17:30:00
1327,3,3960,2023-05-06 17:30:00,2023-05-06 19:30:00
1328,3,3382,2023-05-06 19:30:00,2023-05-06 20:30:00
1329,3,743,2023-05-06 20:30:00,2023-05-06 21:00:00
1330,3,3757,2023-05-06 21:00:00,2023-05-06 22:00:00
1331,3,1202,2023-05-06 22:00:00,2023-05-06 22:30:00
1332,3,2608,2023-05-06 22:30:00,2023-05-06 23:00:00
1333,4,3617,2023-05-06 00:00:00,2023-05-06 00:30:00
1334,4,1144,2023-05-06 00:30:00,2023-05-06 01:30:00
1335,4,2418,2023-05-06 01:30:00,2023-05-06 02:00:00
1336,4,1967,2023-05-06 02:00:00,2023-05-06 03:00:00
1337,4,2974,2023-05-06 03:00:00,2023-05-06 04:00:00
1338,4,3495,2023-05-06 04:00:00,2023-05-06 05:00:00
1339,4,3845,2023-05-06 05:00:00,2023-05-06 05:30:00
1340,4,3491,2023-05-06 05:30:00,2023-05-06 07:30:00
1341,4,4015,2023-05-06 07:30:00,2023-05-06 09:30:00
1342,4,2190,2023-05-06 09:30:00,2023-05-06 10:30:00
1343,4,1849,2023-05-06 10:30:00,2023-05-06 12:30:00
1344,4,2417,2023-05-06 12:30:00,2023-05-06 13:00:00
1345,4,2605,2023-05-06 13:00:00,2023-05-06 13:30:00
1346,4,1876,2023-05-06 13:30:00,2023-05-06 15:30:00
1347,4,1844,2023-05-06 15:30:00,2023-05-06 17:30:00
1348,4,1076,2023-05-06 17:30:00,2023-05-06 19:30:00
1349,4,1654,2023-05-06 19:30:00,2023-05-06 20:30:00
1350,4,3508,2023-05-06 20:30:00,2023-05-06 21:00:00
1351,4,1421,2023-05-06 21:00:00,2023-05-06 22:00:00
1352,4,3127,2023-05-06 22:00:00,2023-05-06 22:30:00
1353,5,3327,2023-05-06 00:00:00,2023-05-06 02:00:00
1354,5,3894,2023-05-06 02:00:00,2023-05-06 02:30:00
1355,5,2861,2023-05-06 02:30:00,2023-05-06 03:00:00
1356,5,2768,2023-05-06 03:00:00,2023-05-06 03:30:00
1357,5,2647,2023-05-06 03:30:00,2023-05-06 05:30:00
1358,5,1140,2023-05-06 05:30:00,2023-05-06 06:30:00
1359,5,2765,2023-05-06 06:30:00,2023-05-06 07:00:00
1360,5,1629,2023-05-06 07:00:00,2023-05-06 08:00:00
1361,5,2268,2023-05-06 08:00:00,2023-05-06 10:00:00
1362,5,3045,2023-05-06 10:00:00,2023-05-06 11:00:00
1363,5,3670,2023-05-06 11:00:00,2023-05-06 11:30:00
1364,5,1199,2023-05-06 11:30:00,2023-05-06 12:00:00
1365,5,3910,2023-05-06 12:00:00,2023-05-06 12:30:00
1366,5,4043,2023-05-06 12:30:00,2023-05-06 13:30:00
1367,5,1369,2023-05-06 13:30:00,2023-05-06 14:30:00
1368,5,2972,2023-05-06 14:30:00,2023-05-06 15:30:00
1369,5,2752,2023-05-06 15:30:00,2023-05-06 17:30:00
1370,5,466,2023-05-06 17:30:00,2023-05-06 18:30:00
1371,5,4189,2023-05-06 18:30:00,2023-05-06 20:30:00
1372,5,2592,2023-05-06 20:30:00,2023-05-06 21:00:00
1373,5,2658,2023-05-06 21:00:00,2023-05-06 23:00:00
1374,6,3909,2023-05-06 00:00:00,2023-05-06 00:30:00
1375,6,3526,2023-05-06 00:30:00,2023-05-06 01:30:00
1376,6,184,2023-05-06 01:30:00,2023-05-06 02:30:00
1377,6,243,2023-05-06 02:30:00,2023-05-06 03:00:00
1378,6,4170,2023-05-06 03:00:00,2023-05-06 05:00:00
1379,6,1348,2023-05-06 05:00:00,2023-05-06 07:00:00
